CID,Capítulo,Descrição,Codigo
X577,Causas externas de morbidade e de mortalidade,Privação não especificada,X577 - Privação não especificada
X578,Causas externas de morbidade e de mortalidade,Privação não especificada,X578 - Privação não especificada
X579,Causas externas de morbidade e de mortalidade,Privação não especificada,X579 - Privação não especificada
X58,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X58 - Exposição a outros fatores especificados
X580,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X580 - Exposição a outros fatores especificados
X581,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X581 - Exposição a outros fatores especificados
X582,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X582 - Exposição a outros fatores especificados
X583,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X583 - Exposição a outros fatores especificados
X584,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X584 - Exposição a outros fatores especificados
X585,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X585 - Exposição a outros fatores especificados
X586,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X586 - Exposição a outros fatores especificados
X587,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X587 - Exposição a outros fatores especificados
X588,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X588 - Exposição a outros fatores especificados
X589,Causas externas de morbidade e de mortalidade,Exposição a outros fatores especificados,X589 - Exposição a outros fatores especificados
X59,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X59 - Exposição a fatores não especificados
X590,Causas externas de morbidade e de mortalidade,Exposição a fator não especificado causando fratura,X590 - Exposição a fator não especificado causando fratura
X591,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X591 - Exposição a fatores não especificados
X592,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X592 - Exposição a fatores não especificados
X593,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X593 - Exposição a fatores não especificados
X594,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X594 - Exposição a fatores não especificados
X595,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X595 - Exposição a fatores não especificados
X596,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X596 - Exposição a fatores não especificados
X597,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X597 - Exposição a fatores não especificados
X598,Causas externas de morbidade e de mortalidade,Exposição a fatores não especificados,X598 - Exposição a fatores não especificados
X599,Causas externas de morbidade e de mortalidade,Exposição a fator não especificado causando outro traumatismo e traumatismo não especificado,X599 - Exposição a fator não especificado causando outro traumatismo e traumatismo não especificado
X60,Causas externas de morbidade e de mortalidade,Auto,X60 - Auto
X600,Causas externas de morbidade e de mortalidade,Auto,X600 - Auto
X601,Causas externas de morbidade e de mortalidade,Auto,X601 - Auto
X602,Causas externas de morbidade e de mortalidade,Auto,X602 - Auto
X603,Causas externas de morbidade e de mortalidade,Auto,X603 - Auto
X604,Causas externas de morbidade e de mortalidade,Auto,X604 - Auto
X605,Causas externas de morbidade e de mortalidade,Auto,X605 - Auto
X606,Causas externas de morbidade e de mortalidade,Auto,X606 - Auto
X607,Causas externas de morbidade e de mortalidade,Auto,X607 - Auto
X608,Causas externas de morbidade e de mortalidade,Auto,X608 - Auto
X609,Causas externas de morbidade e de mortalidade,Auto,X609 - Auto
X61,Causas externas de morbidade e de mortalidade,Auto,X61 - Auto
X610,Causas externas de morbidade e de mortalidade,Auto,X610 - Auto
X611,Causas externas de morbidade e de mortalidade,Auto,X611 - Auto
X612,Causas externas de morbidade e de mortalidade,Auto,X612 - Auto
X613,Causas externas de morbidade e de mortalidade,Auto,X613 - Auto
X614,Causas externas de morbidade e de mortalidade,Auto,X614 - Auto
X615,Causas externas de morbidade e de mortalidade,Auto,X615 - Auto
X616,Causas externas de morbidade e de mortalidade,Auto,X616 - Auto
X617,Causas externas de morbidade e de mortalidade,Auto,X617 - Auto
X618,Causas externas de morbidade e de mortalidade,Auto,X618 - Auto
X619,Causas externas de morbidade e de mortalidade,Auto,X619 - Auto
X62,Causas externas de morbidade e de mortalidade,Auto,X62 - Auto
X620,Causas externas de morbidade e de mortalidade,Auto,X620 - Auto
X621,Causas externas de morbidade e de mortalidade,Auto,X621 - Auto
X622,Causas externas de morbidade e de mortalidade,Auto,X622 - Auto
X623,Causas externas de morbidade e de mortalidade,Auto,X623 - Auto
X624,Causas externas de morbidade e de mortalidade,Auto,X624 - Auto
X625,Causas externas de morbidade e de mortalidade,Auto,X625 - Auto
X626,Causas externas de morbidade e de mortalidade,Auto,X626 - Auto
X627,Causas externas de morbidade e de mortalidade,Auto,X627 - Auto
X628,Causas externas de morbidade e de mortalidade,Auto,X628 - Auto
X629,Causas externas de morbidade e de mortalidade,Auto,X629 - Auto
X63,Causas externas de morbidade e de mortalidade,Auto,X63 - Auto
X630,Causas externas de morbidade e de mortalidade,Auto,X630 - Auto
X631,Causas externas de morbidade e de mortalidade,Auto,X631 - Auto
X632,Causas externas de morbidade e de mortalidade,Auto,X632 - Auto
X633,Causas externas de morbidade e de mortalidade,Auto,X633 - Auto
X634,Causas externas de morbidade e de mortalidade,Auto,X634 - Auto
X635,Causas externas de morbidade e de mortalidade,Auto,X635 - Auto
X636,Causas externas de morbidade e de mortalidade,Auto,X636 - Auto
X637,Causas externas de morbidade e de mortalidade,Auto,X637 - Auto
X638,Causas externas de morbidade e de mortalidade,Auto,X638 - Auto
X639,Causas externas de morbidade e de mortalidade,Auto,X639 - Auto
X64,Causas externas de morbidade e de mortalidade,Auto,X64 - Auto
X640,Causas externas de morbidade e de mortalidade,Auto,X640 - Auto
X641,Causas externas de morbidade e de mortalidade,Auto,X641 - Auto
X642,Causas externas de morbidade e de mortalidade,Auto,X642 - Auto
X643,Causas externas de morbidade e de mortalidade,Auto,X643 - Auto
X644,Causas externas de morbidade e de mortalidade,Auto,X644 - Auto
X645,Causas externas de morbidade e de mortalidade,Auto,X645 - Auto
X646,Causas externas de morbidade e de mortalidade,Auto,X646 - Auto
X647,Causas externas de morbidade e de mortalidade,Auto,X647 - Auto
X648,Causas externas de morbidade e de mortalidade,Auto,X648 - Auto
X649,Causas externas de morbidade e de mortalidade,Auto,X649 - Auto
X65,Causas externas de morbidade e de mortalidade,Auto,X65 - Auto
X650,Causas externas de morbidade e de mortalidade,Auto,X650 - Auto
X651,Causas externas de morbidade e de mortalidade,Auto,X651 - Auto
X652,Causas externas de morbidade e de mortalidade,Auto,X652 - Auto
X653,Causas externas de morbidade e de mortalidade,Auto,X653 - Auto
X654,Causas externas de morbidade e de mortalidade,Auto,X654 - Auto
X655,Causas externas de morbidade e de mortalidade,Auto,X655 - Auto
X656,Causas externas de morbidade e de mortalidade,Auto,X656 - Auto
X657,Causas externas de morbidade e de mortalidade,Auto,X657 - Auto
X658,Causas externas de morbidade e de mortalidade,Auto,X658 - Auto
X659,Causas externas de morbidade e de mortalidade,Auto,X659 - Auto
X66,Causas externas de morbidade e de mortalidade,Auto,X66 - Auto
X660,Causas externas de morbidade e de mortalidade,Auto,X660 - Auto
X661,Causas externas de morbidade e de mortalidade,Auto,X661 - Auto
X662,Causas externas de morbidade e de mortalidade,Auto,X662 - Auto
X663,Causas externas de morbidade e de mortalidade,Auto,X663 - Auto
X664,Causas externas de morbidade e de mortalidade,Auto,X664 - Auto
X665,Causas externas de morbidade e de mortalidade,Auto,X665 - Auto
X666,Causas externas de morbidade e de mortalidade,Auto,X666 - Auto
X667,Causas externas de morbidade e de mortalidade,Auto,X667 - Auto
X668,Causas externas de morbidade e de mortalidade,Auto,X668 - Auto
X669,Causas externas de morbidade e de mortalidade,Auto,X669 - Auto
X67,Causas externas de morbidade e de mortalidade,Auto,X67 - Auto
X670,Causas externas de morbidade e de mortalidade,Auto,X670 - Auto
X671,Causas externas de morbidade e de mortalidade,Auto,X671 - Auto
X672,Causas externas de morbidade e de mortalidade,Auto,X672 - Auto
X673,Causas externas de morbidade e de mortalidade,Auto,X673 - Auto
X674,Causas externas de morbidade e de mortalidade,Auto,X674 - Auto
X675,Causas externas de morbidade e de mortalidade,Auto,X675 - Auto
X676,Causas externas de morbidade e de mortalidade,Auto,X676 - Auto
X677,Causas externas de morbidade e de mortalidade,Auto,X677 - Auto
X678,Causas externas de morbidade e de mortalidade,Auto,X678 - Auto
X679,Causas externas de morbidade e de mortalidade,Auto,X679 - Auto
X68,Causas externas de morbidade e de mortalidade,Auto,X68 - Auto
X680,Causas externas de morbidade e de mortalidade,Auto,X680 - Auto
X681,Causas externas de morbidade e de mortalidade,Auto,X681 - Auto
X682,Causas externas de morbidade e de mortalidade,Auto,X682 - Auto
X683,Causas externas de morbidade e de mortalidade,Auto,X683 - Auto
X684,Causas externas de morbidade e de mortalidade,Auto,X684 - Auto
